athlete_id,name,born_date,born_city,born_region,born_country,NOC,height_cm,weight_kg,died_date,First Name,born_year
129112,Fatimə Alkərəmova,2002-06-26,Bakı,Bakı,AZE,Azerbaijan,175.0,60.0,,Fatimə,2002.0
129587,Ren Qian,2001-02-20,Dujiangyan,Sichuan,CHN,People's Republic of China,162.0,49.0,,Ren,2001.0
129673,Ai Yanhan,2002-02-07,Wuhan,Hubei,CHN,People's Republic of China,168.0,54.0,,Ai,2002.0
130054,Sally Yee,2001-04-10,Suva,Rewa,FIJ,Fiji,,,,Sally,2001.0
130443,Kaya Forson,2002-03-19,,,,Ghana,,,,Kaya,2002.0
130515,Ajna Késely,2001-09-10,Budapest,Budapest,HUN,Hungary,165.0,54.0,,Ajna,2001.0
130821,Natsumi Sakai,2001-06-19,,,,Japan,172.0,63.0,,Natsumi,2001.0
130991,Siri Budcharern,2002-01-12,Vientiane,Vientiane,LAO,Lao People's Democratic Republic,166.0,63.0,,Siri,2002.0
131220,Gaurika Singh,2002-11-26,Lalitpur,Bagmati,NEP,Nepal,155.0,45.0,,Gaurika,2002.0
131440,Kim Mi-Rae,2001-04-07,,,,Democratic People's Republic of Korea,150.0,40.0,,Kim,2001.0
131521,Ana Dascăl,2002-09-12,Cluj-Napoca,Cluj,ROU,Romania,183.0,60.0,,Ana,2002.0
131686,Janja Šegel,2001-06-17,Ravne na Koroškem,Ravne na Koroškem,SLO,Slovenia,177.0,60.0,,Janja,2001.0
131840,Anastasiya Tyurina,2001-09-27,Dushanbe,Nohijahoi Tobei Çumhuri,TJK,Tajikistan,165.0,50.0,,Anastasiya,2001.0
131844,Darýa Semýonowa,2002-05-28,Aşgabat,Ashgabat,TKM,Turkmenistan,170.0,50.0,,Darýa,2002.0
135218,Thint Myaat,2002-04-14,,,,Myanmar,160.0,52.0,,Thint,2002.0
136908,Elizabeth Hosking,2001-07-22,Longueuil,Québec,CAN,Canada,167.0,54.0,,Elizabeth,2001.0
136915,Éliot Grondin,2001-04-19,Sainte-Marie,Québec,CAN,Canada,183.0,81.0,,Éliot,2001.0
136951,Wu Meng,2002-10-02,,,,People's Republic of China,160.0,53.0,,Wu,2002.0
136953,Zhang Kexin,2002-06-05,,,,People's Republic of China,157.0,55.0,,Zhang,2002.0
136954,Kong Xiangrui,2001-01-18,,,,People's Republic of China,172.0,55.0,,Kong,2001.0
136955,Mao Bingqiang,2001-07-19,,,,People's Republic of China,160.0,52.0,,Mao,2001.0
136982,Li Jinyu,2001-01-30,Harbin,Heilongjiang,CHN,People's Republic of China,161.0,58.0,,Li,2001.0
137181,Tess Ledeux,2001-11-23,Bourg-Saint-Maurice,Savoie,FRA,France,158.0,,,Tess,2001.0
137194,Lucile Morat,2001-06-15,Courchevel,Savoie,FRA,France,166.0,53.0,,Lucile,2001.0
137197,Julia Pereira de Sousa Mabileau,2001-09-20,Quincy-sous-Sénart,Essonne,FRA,France,174.0,60.0,,Julia,2001.0
137341,Arabella Ng,2001-10-08,Hong Kong,Hong Kong,HKG,"Hong Kong, China",,,,Arabella,2001.0
137342,Szonja Hozmann,2001-04-27,Budapest,Budapest,HUN,Hungary,175.0,64.0,,Szonja,2001.0
137454,Taisei Yamamoto,2001-03-29,Tokyo,Tokyo,JPN,Japan,173.0,70.0,,Taisei,2001.0
137479,Reira Iwabuchi,2001-12-14,Ichinoseki,Iwate,JPN,Japan,145.0,38.0,,Reira,2001.0
137485,Hiroaki Kunitake,2002-02-10,Agui,Aichi,JPN,Japan,163.0,54.0,,Hiroaki,2002.0
137488,Yuto Totsuka,2001-09-27,Yokohama,Kanagawa,JPN,Japan,169.0,64.0,,Yuto,2001.0
137518,Ayaulym Amrenova,2001-11-30,Almaty,Almaty,KAZ,Kazakhstan,168.0,,,Ayaulym,2001.0
137558,Jang Yu-Jin,2001-05-01,,,,Republic of Korea,167.0,56.0,,Jang,2001.0
137564,Kim Ha-Neul,2002-04-11,Anyang,Gyeonggi,KOR,Republic of Korea,149.0,,,Kim,2002.0
137567,Cha Jun-Hwan,2001-10-21,Seoul,Seoul,KOR,Republic of Korea,175.0,,,Cha,2001.0
137573,Eom Su-Yeon,2001-02-01,,,,Korea Team Republic of Korea,168.0,60.0,,Eom,2001.0
137580,Kim Hee-Won,2001-08-01,,,,Korea Team,164.0,55.0,,Kim,2001.0
137636,Jeong Jae-Won,2001-06-21,Seoul,Seoul,KOR,Republic of Korea,175.0,62.0,,Jeong,2001.0
137642,Lee Yu-Bin,2001-04-23,Seongnam,Gyeonggi,KOR,Republic of Korea,162.0,53.0,,Lee,2001.0
137672,Mialitiana Clerc,2001-11-16,Ambohitrmanjaka,Analamanga,MAD,Madagascar,,,,Mialitiana,2001.0
137683,Jelena Vujičić,2001-01-24,Žabljak,Žabljak,MNE,Montenegro,,,,Jelena,2001.0
137761,Alice Robinson,2001-12-01,Queenstown,Otago,NZL,New Zealand,,,,Alice,2001.0
137766,Nico Porteous,2001-11-23,Hamilton,Waikato,NZL,New Zealand,163.0,50.0,,Nico,2001.0
137770,Zoi Sadowski-Synnott,2001-03-06,Sydney,New South Wales,AUS,New Zealand,165.0,57.0,,Zoi,2001.0
137828,Alina Zagitova,2002-05-18,Izhevsk,Udmurtskaya Respublika,RUS,ROC,156.0,43.0,,Alina,2002.0
137957,Jong Kwang-Bom,2001-07-29,,,,Democratic People's Republic of Korea,176.0,,,Jong,2001.0
138068,Alexia Paganini,2001-11-15,Greenwich,Connecticut,USA,Switzerland,166.0,,,Alexia,2001.0
138172,Jennie-Lee Burmansson,2002-07-12,,,,Sweden,165.0,54.0,,Jennie-Lee,2002.0
138178,Anita Östlund,2001-01-30,Odesa,Odesa,UKR,Sweden,163.0,,,Anita,2001.0
138393,Elias Allenspach,2001-05-14,Singapore,Singapore,SGP,Switzerland,178.0,68.0,,Elias,2001.0
138397,Ayana Zholdas,2001-06-09,,,,Kazakhstan,164.0,55.0,,Ayana,2001.0
138500,Aðalbjörg Lilly Hauksdóttir,2002-07-30,,,,Iceland,,,,Aðalbjörg,2002.0
138501,Max Geißler-Hauber,2002-08-18,,,,Germany,,,,Max,2002.0
138502,Ty Acosta,2002-08-21,,,,Andorra,,,,Ty,2002.0
138503,Sofía Saint Antonin,2002-01-18,San Carlos de Bariloche,Río Negro,ARG,Argentina,,,,Sofía,2002.0
138504,Ray Iskandar,2002-06-01,,,,Lebanon,,,,Ray,2002.0
138505,Victor Bessiere,2002-02-21,,,,France,,,,Victor,2002.0
138506,Matilde Schwencke,2003-11-28,,,,Chile,,,,Matilde,2003.0
138507,Drin Kokaj,2003-08-28,,,,Kosovo,,,,Drin,2003.0
138508,Mirko Lazareski,2003-07-31,,,,North Macedonia,,,,Mirko,2003.0
138509,Konstantin Stoilov,2002-02-17,Sofia,Sofia Grad,BUL,Bulgaria,,,,Konstantin,2002.0
138510,Amélie Klopfenstein,2002-09-18,,,,Switzerland,,,,Amélie,2002.0
138511,Malin Sofie Sund,2002-11-13,Oslo,Oslo,NOR,Norway,,,,Malin,2002.0
138512,Tamás Trunk,2003-07-30,Budapest,Budapest,HUN,Hungary,,,,Tamás,2003.0
138513,Sandro Zurbrügg,2002-09-21,,,,Switzerland,,,,Sandro,2002.0
138514,Wilma Marklund,2002-08-11,,,,Sweden,,,,Wilma,2002.0
138515,Maksim Davydouski,2002-02-15,Mahilyow,Mahilyow,BLR,Belarus,,,,Maksim,2002.0
138516,Nika Murovec,2002-02-11,,,,Slovenia,,,,Nika,2002.0
138517,Era Shala,2003-08-25,,,,Kosovo,,,,Era,2003.0
138518,Julia Zlatkova,2003-02-12,Sofia,Sofia Grad,BUL,Bulgaria,,,,Julia,2003.0
138519,Trent Pennington,2002-05-08,Shalimar,Florida,USA,United States,,,,Trent,2002.0
138520,Georgia Epiphaniou,2002-05-06,,,,Cyprus,,,,Georgia,2002.0
138521,Rebeka Jančová,2003-08-25,Zvolen,Banská Bystrica,SVK,Slovakia,160.0,55.0,,Rebeka,2003.0
138522,Annette Belfrond,2002-07-11,Sallanches,Haute-Savoie,FRA,Italy,,,,Annette,2002.0
138523,Baptiste Sambuis,2002-01-30,,,,France,,,,Baptiste,2002.0
138524,Alice Calaba,2002-01-23,Aosta,Aosta,ITA,Italy,,,,Alice,2002.0
138525,Cathinka Lunder,2003-04-13,Oslo,Oslo,NOR,Norway,,,,Cathinka,2003.0
138526,Miguel Almirall,2003-10-11,,,,"Hong Kong, China",,,,Miguel,2003.0
138527,Vincent Wieser,2002-11-12,Schladming,Steiermark,AUT,Austria,187.0,78.0,,Vincent,2002.0
138528,Silvano Gini,2002-04-08,,,,Switzerland,,,,Silvano,2002.0
138529,Zoja Grbović,2002-11-10,,,,Serbia,,,,Zoja,2002.0
138530,Alizée Dahon,2002-03-08,,,,France,,,,Alizée,2002.0
138531,Oskar Gillberg,2002-10-15,,,,Sweden,,,,Oskar,2002.0
138532,Andrei Stanescu,2003-07-13,București (Bucharest),București,ROU,Romania,,,,Andrei,2003.0
138533,Nicola Rountree-Williams,2002-07-07,Princeton,New Jersey,USA,United States,,,,Nicola,2002.0
138534,Rosa Pohjolainen,2003-07-20,Hyvinkää,Uusimaa,FIN,Finland,,,,Rosa,2003.0
138535,Valentin Lotter,2002-10-27,Bregenz,Vorarlberg,AUT,Austria,179.0,74.0,,Valentin,2002.0
138536,Lauren Macuga,2002-07-04,Troy,Michigan,USA,United States,,,,Lauren,2002.0
138537,Emma Resnick,2003-07-23,Palm Springs,California,USA,United States,,,,Emma,2003.0
138538,Kateryna Shepilenko,2002-11-12,,,,Ukraine,169.0,59.0,,Kateryna,2002.0
138539,Esma Alić,2002-10-08,Sarajevo,Kanton Sarajevo,BIH,Bosnia and Herzegovina,,,,Esma,2002.0
138540,Valeriya Kovaleva,2003-06-07,,,,Uzbekistan,,,,Valeriya,2003.0
138541,Kristiane Roer Madsen,2002-01-25,,,,Denmark,,,,Kristiane,2002.0
138542,Daisi Daniels,2002-07-20,Rochdale,England,GBR,Great Britain,,,,Daisi,2002.0
138543,Maria Nikoleta Kaltsogianni,2003-10-17,,,,Greece,,,,Maria,2003.0
138544,Barbora Nováková,2002-01-06,Brno,Jihomoravský kraj,CZE,Czechia,,,,Barbora,2002.0
138545,Gauti Guðmundsson,2002-07-15,,,,Iceland,,,,Gauti,2002.0
138546,Yuka Wakatsuki,2002-01-25,,,,Japan,,,,Yuka,2002.0
138547,Mackenson Florindo,2002-04-07,Verrettes,Artibonite,HAI,Haiti,,,,Mackenson,2002.0
138548,Kristofers Gulbis,2003-04-29,,,,Latvia,,,,Kristofers,2003.0
138549,Bartłomiej Sanetra,2002-06-01,,,,Poland,,,,Bartłomiej,2002.0
138550,Christos Marmarellis,2002-06-14,,,,Greece,,,,Christos,2002.0
138551,Alexandra Troitskaya,2003-12-18,Almaty,Almaty,KAZ,Kazakhstan,,,,Alexandra,2003.0
138552,Delia Durrer,2002-11-14,,,,Switzerland,,,,Delia,2002.0
138553,Katie Crawford,2002-12-06,,,,New Zealand,,,,Katie,2002.0
138554,Nino Kurtanidze,2002-05-31,,,,Georgia,,,,Nino,2002.0
138555,Nichakan Chinupun,2003-12-21,,,,Thailand,,,,Nichakan,2003.0
138556,Teo Žampa,2002-10-12,,,,Slovakia,,,,Teo,2002.0
138557,Luc Roduit,2002-03-01,,,,Switzerland,,,,Luc,2002.0
138558,Daniel Gillis,2002-07-28,New Haven,Connecticut,USA,United States,,,,Daniel,2002.0
138559,Alen Bičakčić,2003-11-10,,,,Bosnia and Herzegovina,,,,Alen,2003.0
138560,Maria Issa,2002-08-03,,,,Lebanon,,,,Maria,2002.0
138561,Maisa Kivimäki,2002-09-19,,,,Finland,,,,Maisa,2002.0
138562,Isabella Davis,2002-11-17,Canberra,Australian Capital Territory,AUS,Australia,,,,Isabella,2002.0
138563,Lukas Ermeskog,2003-07-10,,,,Sweden,,,,Lukas,2003.0
138564,Dženifera Ģērmane,2003-03-24,,,,Latvia,,,,Dženifera,2003.0
138565,Yi Xiaoyang,2003-11-12,,,,People's Republic of China,,,,Yi,2003.0
138566,Ohra Kimishima,2002-06-28,,,,Japan,,,,Ohra,2002.0
138567,Kayla Anna Lozáková,2003-02-03,,,,Slovakia,,,,Kayla,2003.0
138568,Matt Ryan,2002-03-02,,,,Ireland,,,,Matt,2002.0
138569,Mina Baştan,2002-07-23,,,,Türkiye,,,,Mina,2002.0
138570,Kim Si-Won,2002-07-19,,,,Republic of Korea,,,,Kim,2002.0
138571,Joachim Keghian,2003-12-26,,,,Luxembourg,,,,Joachim,2003.0
138572,Thomas Hoffman,2002-08-13,Randwick,New South Wales,AUS,Australia,,,,Thomas,2002.0
138573,Juan Sánchez,2002-01-02,,,,Spain,,,,Juan,2002.0
138574,Wang Shengjie,2002-09-15,,,,People's Republic of China,,,,Wang,2002.0
138575,Roham Saba,2003-01-08,,,,Islamic Republic of Iran,,,,Roham,2003.0
138576,Jack Cunningham,2002-03-23,,,,Great Britain,,,,Jack,2002.0
138577,Emma Austin,2002-08-31,,,,Ireland,,,,Emma,2002.0
138578,Diana Rentea,2002-12-14,Brașov,Brașov,ROU,Romania,,,,Diana,2002.0
138579,Sophie Foster,2003-03-28,,,,Great Britain,,,,Sophie,2003.0
138580,Esperanza Pereyra,2002-01-24,,,,Argentina,,,,Esperanza,2002.0
138581,Auguste Aulnette,2002-10-29,Cluses,Haute-Savoie,FRA,France,,,,Auguste,2002.0
138582,Artemis Hosseini,2003-03-01,,,,Islamic Republic of Iran,,,,Artemis,2003.0
138583,Rob Holmes,2002-08-24,,,,Great Britain,,,,Rob,2002.0
138584,Alice Marchessault,2002-01-30,,,,Canada,,,,Alice,2002.0
138585,Sophie Mathiou,2002-02-05,Aosta,Aosta,ITA,Italy,,,,Sophie,2002.0
138586,Mia Nuriah Freudweiler,2003-04-15,,,,Pakistan,,,,Mia,2003.0
138587,Ana Noelle Wahleithner,2002-12-08,,,,Philippines,,,,Ana,2002.0
138588,Noa Szőllős,2003-02-03,Budapest,Budapest,HUN,Israel,,,,Noa,2003.0
138589,Caitlin McFarlane,2002-03-22,Sydney,New South Wales,AUS,France,,,,Caitlin,2002.0
138590,Roxana Saveh Shemshaki,2003-08-28,,,,Islamic Republic of Iran,,,,Roxana,2003.0
138591,Bautista Alarcón,2002-07-04,Villa La Angostura,Neuquén,ARG,Argentina,,,,Bautista,2002.0
138592,Tvrtko Ljutić,2002-09-08,,,,Croatia,,,,Tvrtko,2002.0
138593,Sindre Myklebust,2002-05-19,,,,Norway,,,,Sindre,2002.0
138594,Marinus Sennhofer,2002-03-21,Hausham,Bayern,GER,Germany,,,,Marinus,2002.0
138595,Joey Steggall,2003-07-17,Annecy,Haute-Savoie,FRA,Australia,,,,Joey,2003.0
138596,Teresa Fritzenwallner,2002-12-26,Schwarzach im Pongau,Salzburg,AUT,Austria,170.0,65.0,,Teresa,2002.0
138597,Anastasiya Trofimova,2003-03-28,,,,Russian Federation,,,,Anastasiya,2003.0
138598,Jakub Válek,2002-11-27,,,,Slovakia,,,,Jakub,2002.0
138599,Jana Suau,2002-09-15,,,,Spain,,,,Jana,2002.0
138600,Sarah Escobar,2002-02-01,New York,New York,USA,Ecuador,,,,Sarah,2002.0
138601,Natthawut Hiranrat,2003-08-06,,,,Thailand,,,,Natthawut,2003.0
138602,Audrey King,2002-09-24,,,,"Hong Kong, China",,,,Audrey,2002.0
138603,Giorgios Almpanidis,2002-03-24,,,,Greece,,,,Giorgios,2002.0
138604,Louis Latulippe,2002-05-29,,,,Canada,,,,Louis,2002.0
138605,Abigail Vieira,2002-08-09,,,,Trinidad and Tobago,,,,Abigail,2002.0
138606,Ezio Leonetti,2002-10-15,Torino,Torino,ITA,Albania,,,,Ezio,2002.0
138607,Daniela Payen,2003-01-15,,,,Mexico,,,,Daniela,2003.0
138608,Amanda Salzgeber,2002-02-26,Hohenems,Vorarlberg,AUT,Austria,160.0,63.0,,Amanda,2002.0
138609,Tiziano Gravier,2002-03-12,Buenos Aires,Ciudad Autónoma de Buenos Aires,ARG,Argentina,,,,Tiziano,2002.0
138610,Lara Klein,2003-10-26,,,,Germany,,,,Lara,2003.0
138611,Emma Sahlin,2002-02-20,,,,Sweden,,,,Emma,2002.0
138612,Martin Križaj,2002-10-05,,,,Slovenia,,,,Martin,2002.0
138613,Katharina Haas,2002-08-03,,,,Germany,,,,Katharina,2002.0
138614,Sara Marøy,2002-03-22,,,,Norway,,,,Sara,2002.0
138615,Manuel Ramos,2002-09-05,Covilhã,Distrito de Castelo Branco,POR,Portugal,,,,Manuel,2002.0
138616,Anja Oplotnik,2002-09-21,,,,Slovenia,,,,Anja,2002.0
138617,Zoe Michael,2002-02-03,,,,Australia,,,,Zoe,2002.0
138618,Zita Tóth,2002-05-28,Budapest,Budapest,HUN,Hungary,170.0,74.0,,Zita,2002.0
138619,Lee Wen-Yi,2002-11-02,,,,Chinese Taipei,,,,Lee,2002.0
138620,Maxx Parys,2002-01-27,Millville,Massachusetts,USA,United States,,,,Maxx,2002.0
138621,Adam Hofstedt,2002-02-15,,,,Sweden,,,,Adam,2002.0
138622,Rok Ažnoh,2002-09-09,,,,Slovenia,,,,Rok,2002.0
138623,Mikkel Remsøy,2002-08-04,,,,Norway,,,,Mikkel,2002.0
138624,Lena Volken,2002-11-07,,,,Switzerland,,,,Lena,2002.0
138625,Roman Zveryan,2002-09-06,,,,Russian Federation,,,,Roman,2002.0
138626,David Kubeš,2002-03-26,Praha (Prague),Hlavní město Praha,CZE,Czechia,,,,David,2002.0
138627,Chiara Pogneaux,2002-09-11,,,,France,,,,Chiara,2002.0
138628,Áron Hoque Isbat,2002-01-25,Budapest,Budapest,HUN,Hungary,,,,Áron,2002.0
138629,Lina Knific,2002-09-22,,,,Slovenia,,,,Lina,2002.0
138630,Marco Abbruzzese,2002-08-10,Genova (Genoa),Genova,ITA,Italy,,,,Marco,2002.0
138631,Simen Sellæg,2003-02-19,Oslo,Oslo,NOR,Norway,,,,Simen,2003.0
138632,Edoardo Saracco,2003-02-23,Cuneo,Cuneo,ITA,Italy,,,,Edoardo,2003.0
138633,Tamara Popović,2002-09-09,,,,Montenegro,,,,Tamara,2002.0
138634,Lee Ha-Eun,2003-10-16,,,,Republic of Korea,,,,Lee,2003.0
138635,Hanle van der Merwe,2002-07-14,,,,South Africa,,,,Hanle,2002.0
138636,Harrison Messenger,2003-12-12,,,,New Zealand,,,,Harrison,2003.0
138637,Derin Berkin,2002-08-31,,,,Türkiye,,,,Derin,2002.0
138638,Uglješa Pantelić,2002-11-27,,,,Serbia,,,,Uglješa,2002.0
138639,Vanina Guerillot,2002-07-03,,,,Portugal,,,,Vanina,2002.0
138640,Rok Stojanovič,2002-10-24,,,,Slovenia,,,,Rok,2002.0
138641,Alberto Tamagnini,2002-08-31,Savona,Savona,ITA,San Marino,,,,Alberto,2002.0
138642,Thabo Rateleki,2003-01-04,,,,South Africa,,,,Thabo,2003.0
138643,Eduard Hallberg,2003-08-06,,,,Finland,,,,Eduard,2003.0
138644,Nodar Kozanashvili,2002-01-22,,,,Georgia,,,,Nodar,2002.0
138645,Smiltė Bieliūnaitė,2002-07-26,,,,Lithuania,,,,Smiltė,2002.0
138646,Jaakko Tapanainen,2002-01-19,,,,Finland,,,,Jaakko,2002.0
138647,Louis Masquelier,2003-02-15,,,,Belgium,,,,Louis,2003.0
138648,Mackenzie Wood,2002-06-30,,,,Canada,,,,Mackenzie,2002.0
138649,Jokūbas Lapienis,2003-11-23,,,,Lithuania,,,,Jokūbas,2003.0
138650,Gian Maria Illariuzzi,2002-03-11,Roma,Roma,ITA,Italy,,,,Gian,2002.0
138651,Maria Niederndorfer,2002-04-29,Vöcklabruck,Oberösterreich,AUT,Austria,179.0,75.0,,Maria,2002.0
138652,Gabriela Hopek,2002-02-18,,,,Poland,,,,Gabriela,2002.0
138653,Sarah Brown,2002-06-05,,,,Canada,,,,Sarah,2002.0
138654,Carla Mijares Ruf,2002-10-28,,,,Andorra,,,,Carla,2002.0
138655,Philip Hoffmann,2002-08-29,Spittal an der Drau,Kärnten,AUT,Austria,177.0,70.0,,Philip,2002.0
138656,Christina Bühler,2003-01-13,,,,Liechtenstein,,,,Christina,2003.0
138657,Hans Danilas,2003-10-06,Tallinn,Harjumaa,EST,Estonia,,,,Hans,2003.0
138658,Vladislav Shlemov,2002-12-03,,,,Kazakhstan,,,,Vladislav,2002.0
138659,Taras Filiak,2002-03-22,,,,Ukraine,182.0,96.0,,Taras,2002.0
138660,Hanna Aronsson Elfman,2002-12-29,Karlstad,Värmland,SWE,Sweden,,,,Hanna,2002.0
138661,Nicolás Pirozzi,2002-02-12,,,,Chile,,,,Nicolás,2002.0
138662,Maude Davis Crossland,2003-03-19,Seattle,Washington,USA,Colombia,,,,Maude,2003.0
138663,Gustavo Ferreira,2002-11-20,Marília,São Paulo,BRA,Brazil,186.0,76.0,,Gustavo,2002.0
138664,Sara Snyder,2002-09-12,,,,Switzerland,,,,Sara,2002.0
138665,Oskar Langowski,2002-01-13,,,,Poland,,,,Oskar,2002.0
138666,Simone Zanghellini,2002-06-11,,,,Liechtenstein,,,,Simone,2002.0
138667,Lin Yu-Hsin,2003-04-21,,,,Chinese Taipei,,,,Lin,2003.0
138668,Maddy Cohen,2003-04-08,New York,New York,USA,United States,,,,Maddy,2003.0
138669,Elvira Moiseyenko,2002-01-31,,,,Russian Federation,,,,Elvira,2002.0
138670,Fabian Gisler,2002-10-15,,,,Switzerland,,,,Fabian,2002.0
138671,Loreta Beķerniece,2004-01-16,Vijciems,Valkas novads,LAT,Latvia,,,,Loreta,2004.0
138672,Bridger Stone,2003-04-13,Salt Lake City,Utah,USA,United States,,,,Bridger,2003.0
138673,Chen Yu-Lun,2002-06-23,,,,Chinese Taipei,,,,Chen,2002.0
138674,Charlotte Longden,2002-10-05,Winchester,England,GBR,Great Britain,,,,Charlotte,2002.0
138675,Emma Johnsen,2002-09-24,,,,Canada,,,,Emma,2002.0
138676,Martin Sviták,2003-02-28,,,,Slovakia,,,,Martin,2003.0
138677,Nathan Besnard,2002-12-11,,,,France,,,,Nathan,2002.0
138678,Renārs Grantiņš,2004-05-07,,,,Latvia,,,,Renārs,2004.0
138679,Alexander Czudaj,2002-09-18,,,,Germany,,,,Alexander,2002.0
138680,Georgeta Popescu,2002-04-13,Câmpina,Prahova,ROU,Romania,,,,Georgeta,2002.0
138681,Colton Dagenais,2002-01-27,,,,Canada,,,,Colton,2002.0
138682,Quentin Sanzo,2002-06-30,,,,Liechtenstein,,,,Quentin,2002.0
138683,Viktória Čerňanská,2002-03-29,Bratislava,Bratislava,SVK,Slovakia,175.0,76.0,,Viktória,2002.0
138684,Toni Nimac,2004-10-02,,,,Croatia,,,,Toni,2004.0
138685,Joo Hyeong-Won,2002-07-23,,,,Republic of Korea,,,,Joo,2002.0
138686,Camila Copain,2004-01-20,,,,France,,,,Camila,2004.0
138687,Maja Wagner,2002-04-11,,,,Germany,,,,Maja,2002.0
138688,William Scammell,2002-12-01,Bath,England,GBR,Great Britain,,,,William,2002.0
138689,Kim Ji-Min,2002-02-15,,,,Republic of Korea,,,,Kim,2002.0
138690,Theodor Lööv von Hage,2003-05-08,,,,Sweden,,,,Theodor,2003.0
138691,Pavel Zhichkin,2003-06-23,,,,Russian Federation,,,,Pavel,2003.0
138692,Emily Kilburn,2002-10-13,,,,Switzerland,,,,Emily,2002.0
138693,Emma Brumoen,2004-09-25,Gjøvik,Innlandet,NOR,Norway,,,,Emma,2004.0
138694,Celine Harms,2003-07-14,,,,Germany,,,,Celine,2003.0
138695,Antonia Sarbu,2002-08-28,Valenti de Munte,Prahova,ROU,Romania,,,,Antonia,2002.0
138696,Andrei Nica,2002-01-04,Buzău,Buzău,ROU,Romania,,,,Andrei,2002.0
138697,Marco Farina,2003-01-18,Domodossola,Verbano-Cusio-Ossola,ITA,Italy,,,,Marco,2003.0
138698,Ioanna Kotsalou,2003-11-28,,,,Greece,,,,Ioanna,2003.0
138699,Lucas Sadesky,2003-02-20,,,,Canada,,,,Lucas,2003.0
138700,Lou Thiévent,2003-03-31,,,,France,,,,Lou,2003.0
138701,Jaša Zidar,2002-08-09,,,,Slovenia,,,,Jaša,2002.0
138702,Luka Mackevičiūtė,2002-12-01,,,,Lithuania,,,,Luka,2002.0
138703,Aleksandrs Kuzņecovs,2002-10-20,,,,Latvia,,,,Aleksandrs,2002.0
138704,Marcin Zawół,2002-05-29,,,,Poland,,,,Marcin,2002.0
138705,Anastasiya Zenova,2002-06-26,Gagarin,Smolensk,RUS,Russian Federation,163.0,45.0,,Anastasiya,2002.0
138706,Ethan Algra,2002-06-20,,,,Canada,,,,Ethan,2002.0
138707,Lena Repinc,2003-04-08,,,,Slovenia,,,,Lena,2003.0
138708,Matej Gregor,2002-06-19,,,,Slovakia,,,,Matej,2002.0
138709,Lara Berwert,2003-02-27,,,,Switzerland,,,,Lara,2003.0
138710,Aubin Gautier-Pelissier,2002-01-07,,,,France,,,,Aubin,2002.0
138711,Taynara da Silva,2002-06-05,Boa Vista,Roraima,BRA,Brazil,156.0,52.0,,Taynara,2002.0
138712,Sara Andersson,2003-01-13,,,,Sweden,,,,Sara,2003.0
138713,Martina Giordano,2003-03-29,Cuneo,Cuneo,ITA,Italy,,,,Martina,2003.0
138714,Synne Mæland-Herheim,2003-02-23,Voss,Vestland,NOR,Norway,,,,Synne,2003.0
138715,Sara Scattolo,2003-03-27,San Candido,Bolzano-Bozen,ITA,Italy,,,,Sara,2003.0
138716,Lora Hristova,2003-04-23,Troyan,Lovech,BUL,Bulgaria,,,,Lora,2003.0
138717,Līva Šahno,2003-05-16,,,,Latvia,,,,Līva,2003.0
138718,Drejc Trojer,2002-04-08,,,,Slovenia,,,,Drejc,2002.0
138719,Doris Barićevac,2003-08-18,,,,Croatia,,,,Doris,2003.0
138720,Krasimir Atanasov,2002-08-01,Dupnitsa,Kyustendil,BUL,Bulgaria,,,,Krasimir,2002.0
138721,Tetiana Prodan,2002-08-16,,,,Ukraine,164.0,55.0,,Tetiana,2002.0
138722,Roman Morenkov,2002-04-17,Smolensk,Smolensk,RUS,Russian Federation,158.0,44.0,,Roman,2002.0
138723,Shi Yuanyuan,2002-09-21,,,,People's Republic of China,,,,Shi,2002.0
138724,Zalan Kovacs,2003-12-27,Miercurea-Ciuc,Harghita,ROU,Romania,,,,Zalan,2003.0
138725,Ema Kapustová,2002-12-14,,,,Slovakia,,,,Ema,2002.0
138726,Islam Turganbaev,2003-05-24,,,,Kyrgyzstan,,,,Islam,2003.0
138727,Nicolò Betemps,2003-03-29,Aosta,Aosta,ITA,Italy,,,,Nicolò,2003.0
138728,Mark Vozelj,2002-02-01,,,,Slovenia,,,,Mark,2002.0
138729,Vegard Thon,2002-12-11,,,,Norway,,,,Vegard,2002.0
138730,Olivia Halme,2003-12-05,,,,Finland,,,,Olivia,2003.0
138731,Vlada Vassillchenko,2002-12-19,,,,Kazakhstan,,,,Vlada,2002.0
138732,Oscar Andersson,2002-04-07,,,,Sweden,,,,Oscar,2002.0
138733,Lukas Žukauskas,2003-01-14,,,,Lithuania,,,,Lukas,2003.0
138734,Andrei Haurosh,2003-05-02,,,,Belarus,,,,Andrei,2003.0
138735,Christian Mahon,2003-07-08,Carlton,Victoria,AUS,Australia,,,,Christian,2003.0
138736,Léonie Jeannier,2002-06-13,,,,France,,,,Léonie,2002.0
138737,Matej Badáň,2003-04-30,,,,Slovakia,,,,Matej,2003.0
138738,Taiki Ito,2003-04-24,,,,Japan,,,,Taiki,2003.0
138739,Lisa Rettensteiner,2002-01-08,Schladming,Steiermark,AUT,Austria,171.0,56.0,,Lisa,2002.0
138740,Anniina Rantala,2003-06-19,,,,Finland,,,,Anniina,2003.0
