athlete_id,name,born_date,born_city,born_region,born_country,NOC,height_cm,weight_kg,died_date,First Name,born_year
139173,Rylee Hackler,2002-03-28,,,,Canada,,,,Rylee,2002.0
139174,Hunter Henderson,2002-12-28,Portsmouth,New Hampshire,USA,United States,,,,Hunter,2002.0
139175,Qiu Xiyang,2002-07-13,,,,People's Republic of China,,,,Qiu,2002.0
139176,Jannes Debertol,2002-08-27,Bolzano,Bolzano-Bozen,ITA,Italy,,,,Jannes,2002.0
139177,Nils Rhyner,2002-12-20,,,,Switzerland,,,,Nils,2002.0
139178,Orest Kovalenko,2002-01-11,,,,Ukraine,170.0,62.0,,Orest,2002.0
139179,Brayden Willmott,2004-01-14,,,,Canada,,,,Brayden,2004.0
139180,Anna Chivina,2004-05-06,,,,Russian Federation,,,,Anna,2004.0
139181,Ran Hongyun,2003-09-23,,,,People's Republic of China,,,,Ran,2003.0
139182,Hou Haoyi,2002-05-01,,,,People's Republic of China,,,,Hou,2002.0
139183,Yuna Koga,2002-04-02,,,,Japan,,,,Yuna,2002.0
139184,Fantin Ciompi,2002-07-09,,,,Switzerland,,,,Fantin,2002.0
139185,Eli Derrick,2002-07-29,Roanoke,Virginia,USA,United States,,,,Eli,2002.0
139187,Fyodor Muralyov,2003-06-25,,,,Russian Federation,,,,Fyodor,2003.0
139188,Akane Nakata,2002-10-19,,,,Japan,,,,Akane,2002.0
139189,Nina Walderbach,2003-02-03,,,,Germany,,,,Nina,2003.0
139190,Kirsty Muir,2004-05-05,,,,Great Britain,,,,Kirsty,2004.0
139192,Michelle Rageth,2003-07-28,,,,Switzerland,,,,Michelle,2003.0
139193,Li Songsheng,2002-03-06,,,,People's Republic of China,,,,Li,2002.0
139194,Jenna Riccomini,2004-03-12,Seneca,South Carolina,USA,United States,,,,Jenna,2004.0
139195,Kaditane Gomis,2002-08-04,,,,France,,,,Kaditane,2002.0
139196,Emma Morozumi,2004-12-02,,,,Canada,,,,Emma,2004.0
139197,Kilian Himmelsbach,2002-05-13,,,,Germany,,,,Kilian,2002.0
139198,Sage Stefani,2002-05-30,,,,Canada,,,,Sage,2002.0
139199,Hanna Faulhaber,2004-09-04,Aspen,Colorado,USA,United States,,,,Hanna,2004.0
139200,Abi Harrigan,2002-05-06,Canberra,Australian Capital Territory,AUS,Australia,,,,Abi,2002.0
139201,Melvin Morén,2002-07-24,,,,Sweden,,,,Melvin,2002.0
139202,Alina Brezgina,2004-03-28,,,,Russian Federation,,,,Alina,2004.0
139203,Vladislava Balyukina,2002-07-22,,,,Russian Federation,,,,Vladislava,2002.0
139204,Samuele Cheller,2002-10-31,Rovereto,Trento,ITA,Italy,,,,Samuele,2002.0
139205,Hong Jae-Won,2002-06-21,,,,Republic of Korea,,,,Hong,2002.0
139206,Noa Spoelders,2003-01-24,,,,Belgium,,,,Noa,2003.0
139207,Elsa Sjöstedt,2003-10-03,,,,Switzerland,,,,Elsa,2003.0
139208,Ingrid Leivestad,2002-01-19,Lørenskog,Viken,NOR,Norway,,,,Ingrid,2002.0
139209,Leonie Innerhofer,2002-07-31,Mittersill,Salzburg,AUT,Austria,170.0,60.0,,Leonie,2002.0
139211,Marcus Plank,2002-07-06,Steyr,Oberösterreich,AUT,Austria,184.0,75.0,,Marcus,2002.0
139212,Ruka Ito,2004-02-21,,,,Japan,,,,Ruka,2004.0
139213,Mariya Yerofeyeva,2002-04-12,,,,Russian Federation,,,,Mariya,2002.0
139214,Eileen Gu,2003-09-03,San Francisco,California,USA,People's Republic of China,,,,Eileen,2003.0
139215,Sun Jingbo,2003-11-10,,,,People's Republic of China,,,,Sun,2003.0
139216,Mia Rennie,2003-08-17,Penrith,New South Wales,AUS,Australia,,,,Mia,2003.0
139217,Max McDonald,2004-02-08,,,,New Zealand,,,,Max,2004.0
139218,Kyra Wheatley,2003-11-06,,,,Australia,,,,Kyra,2003.0
139219,Sebastian Veit,2002-09-26,,,,Germany,,,,Sebastian,2002.0
139220,Antonia Langer,2003-02-20,,,,Chile,,,,Antonia,2003.0
139221,Anel Sufashova,2002-01-30,,,,Kazakhstan,,,,Anel,2002.0
139222,Ben Barclay,2002-02-04,Auckland,Auckland,NZL,New Zealand,,,,Ben,2002.0
139223,Thomas Kolly,2003-09-25,,,,Switzerland,,,,Thomas,2003.0
139224,Leonid Frolov,2002-07-23,,,,Russian Federation,,,,Leonid,2002.0
139226,Luca Harrington,2004-02-19,,,,New Zealand,,,,Luca,2004.0
139227,Léa Hudry,2002-07-13,,,,France,,,,Léa,2002.0
139228,Josefina Valdés,2002-05-15,,,,Chile,,,,Josefina,2002.0
139229,Scott Johns,2003-06-12,,,,Great Britain,,,,Scott,2003.0
139230,Charlie Lang,2002-09-05,,,,Canada,,,,Charlie,2002.0
139231,Klemen Vidmar,2004-02-04,,,,Slovenia,,,,Klemen,2004.0
139232,Artyom Bazhin,2002-04-09,,,,Russian Federation,,,,Artyom,2002.0
139234,Nicola Bolinger,2002-04-20,,,,Switzerland,,,,Nicola,2002.0
139235,Skye Clarke,2002-10-17,,,,Canada,,,,Skye,2002.0
139236,Marie-Pier Brunet,2003-08-13,,,,Canada,,,,Marie-Pier,2003.0
139237,Daniel Bacher,2004-12-17,Innsbruck,Tirol,AUT,Austria,174.0,58.0,,Daniel,2004.0
139238,Tom Barnoin,2002-07-10,,,,France,,,,Tom,2002.0
139239,Hanka Krčálová,2002-10-05,,,,Czechia,,,,Hanka,2002.0
139240,Kelly Sildaru,2002-02-17,Tallinn,Harjumaa,EST,Estonia,,,,Kelly,2002.0
139241,Yang Shuorui,2004-01-08,,,,People's Republic of China,,,,Yang,2004.0
139242,David Zehentner,2003-04-15,,,,Germany,,,,David,2003.0
139244,Marta Rihtaršič,2002-03-17,,,,Slovenia,,,,Marta,2002.0
139245,Sampo Yliheikkila,2004-11-09,,,,Finland,,,,Sampo,2004.0
139246,Connor Ladd,2003-09-26,Lakewood,Colorado,USA,United States,,,,Connor,2003.0
139247,Montana Osinski,2003-04-11,Stamford,Connecticut,USA,United States,,,,Montana,2003.0
139248,Kiernan Fagan,2002-01-18,Boston,Massachusetts,USA,United States,,,,Kiernan,2002.0
139249,Andrew Longino,2002-07-18,,,,Canada,,,,Andrew,2002.0
139250,Jade Michaud,2004-10-29,,,,France,,,,Jade,2004.0
139251,Andrey Gorbachov,2002-12-14,,,,Russian Federation,,,,Andrey,2002.0
139252,Darya Tatalina,2004-01-27,,,,Russian Federation,,,,Darya,2004.0
139253,Hunter Carey,2002-06-12,Wheat Ridge,Colorado,USA,United States,,,,Hunter,2002.0
139254,Anouk Andraska,2004-01-24,,,,Switzerland,,,,Anouk,2004.0
139255,Jack Morrow,2002-09-02,,,,Canada,,,,Jack,2002.0
139256,Štěpán Hudeček,2003-10-20,,,,Czechia,,,,Štěpán,2003.0
139257,Fredrik Nilsson,2002-10-31,,,,Sweden,,,,Fredrik,2002.0
139258,Her Seong-Uk,2003-07-26,,,,Republic of Korea,,,,Her,2003.0
139259,Aurelie Sainz,2003-04-14,,,,Switzerland,,,,Aurelie,2003.0
139260,Jasper Klein,2002-03-02,,,,Great Britain,,,,Jasper,2002.0
139261,Alice Fortkord,2002-08-31,,,,Sweden,,,,Alice,2002.0
139262,Matěj Švancer,2004-03-26,Praha (Prague),Hlavní město Praha,CZE,Austria Czechia,,,,Matěj,2004.0
139263,Ben Wynn,2003-02-21,Cooma,New South Wales,AUS,Australia,,,,Ben,2003.0
139264,Richard Zachoval,2003-05-20,,,,Czechia,,,,Richard,2003.0
139265,Diana Cholenská,2003-10-07,,,,Czechia,,,,Diana,2003.0
139266,Martin Nordqvist,2003-09-13,,,,Sweden,,,,Martin,2003.0
139267,Ivana Mermillod-Blondin,2004-06-25,,,,France,,,,Ivana,2004.0
139268,Tormod Frostad,2002-08-29,Bærum,Viken,NOR,Norway,170.0,,,Tormod,2002.0
139269,Erik Wahlberg,2002-01-24,,,,Sweden,,,,Erik,2002.0
139270,Jasper Cobcroft,2002-02-06,Sydney,New South Wales,AUS,Australia,,,,Jasper,2002.0
139271,Christoph Danksagmüller,2002-07-05,Salzburg,Salzburg,AUT,Austria,181.0,76.0,,Christoph,2002.0
139272,Steven Kahnert,2003-02-10,,,,Canada,,,,Steven,2003.0
139273,Mana Kawabe,2004-10-31,Nagoya,Aichi,JPN,Japan,,,,Mana,2004.0
139274,Ilya Mironov,2001-04-17,Moskva (Moscow),Moskva,RUS,Russian Federation,,,,Ilya,2001.0
139275,Nikolaj Memola,2003-11-18,Monza,Monza e Brianza,ITA,Italy,,,,Nikolaj,2003.0
139276,Dmitry Rylov,2001-09-07,Kirov,Kirov,RUS,Russian Federation,,,,Dmitry,2001.0
139277,Chen Yudong,2004-09-28,Qiqihar,Heilongjiang,CHN,People's Republic of China,,,,Chen,2004.0
139278,Cate Fleming,2005-07-27,Newton,Massachusetts,USA,United States,,,,Cate,2005.0
139279,Nella Pelkonen,2005-04-13,Tampere,Pirkanmaa,FIN,Finland,,,,Nella,2005.0
139280,Aleksa Rakic,2004-09-14,New Westminster,British Columbia,CAN,Canada,,,,Aleksa,2004.0
139281,Giulia Tuba,2004-11-18,Roma,Roma,ITA,Italy,,,,Giulia,2004.0
139282,Ekaterina Ryabova,2003-03-27,Moskva (Moscow),Moskva,RUS,Azerbaijan,,,,Ekaterina,2003.0
139283,Kseniya Sinitsyna,2004-08-05,Tver,Tver,RUS,Russian Federation,,,,Kseniya,2004.0
139284,Ivelina Baycheva,2003-07-17,Sofia,Sofia Grad,BUL,Bulgaria,,,,Ivelina,2003.0
139285,Shingo Nishiyama,2002-01-24,Tokyo,Tokyo,JPN,Japan,,,,Shingo,2002.0
139286,Mikhail Kaygorodtsev,2001-12-17,,,,Georgia,,,,Mikhail,2001.0
139287,Anna Frolova,2005-08-07,Moskva (Moscow),Moskva,RUS,Russian Federation,,,,Anna,2005.0
139288,Audrey Shin,2004-03-12,Islip,New York,USA,United States,,,,Audrey,2004.0
139289,Tyler Gunara,2002-08-18,Vancouver,British Columbia,CAN,Canada,,,,Tyler,2002.0
139290,Alina Butaeva,2005-12-09,Kazan,Respublika Tatarstan,RUS,Georgia,,,,Alina,2005.0
139291,Arlet Levandi,2005-11-28,Tallinn,Harjumaa,EST,Estonia,,,,Arlet,2005.0
139292,Oleh Muratov,2004-01-09,Kharkiv,Kharkiv,UKR,Ukraine,175.0,62.0,,Oleh,2004.0
139293,Eva-Lotta Kiibus,2003-01-17,Tallinn,Harjumaa,EST,Estonia,,,,Eva-Lotta,2003.0
139294,Andrea Tuba,2003-05-24,Roma,Roma,ITA,Italy,,,,Andrea,2003.0
139295,Apollinariya Panfilova,2003-01-23,Perm,Perm Kray,RUS,Russian Federation,,,,Apollinariya,2003.0
139296,Kate Wang,2005-03-31,Lansing,Michigan,USA,United States,,,,Kate,2005.0
139297,Nikita Kovalenko,2005-12-20,Kharkiv,Kharkiv,UKR,Israel,,,,Nikita,2005.0
139298,Catherine Carle,2003-09-06,Brampton,Ontario,CAN,Canada,,,,Catherine,2003.0
139299,Célina Fradji,2005-07-10,Arpajon,Essonne,FRA,France,,,,Célina,2005.0
139300,Yulia Lebedeva-Bitadze,2004-12-03,,,,Georgia,,,,Yulia,2004.0
139301,Artem Darenskyi,2001-07-07,Dnipro,Dnipropetrovsk,UKR,Ukraine,191.0,82.0,,Artem,2001.0
139302,Jean-Hans Fourneaux,2003-09-02,Mont-Saint-Aignan,Seine-Maritime,FRA,France,,,,Jean-Hans,2003.0
139303,Cha Young-Hyun,2003-09-24,Seoul,Seoul,KOR,Republic of Korea,,,,Cha,2003.0
139304,Diana Mukhametzyanova,2003-09-18,Kazan,Respublika Tatarstan,RUS,Russian Federation,,,,Diana,2003.0
139306,Brandon Toste,2002-10-05,Mississauga,Ontario,CAN,Canada,,,,Brandon,2002.0
139307,Noah Bodenstein,2004-10-14,Lausanne,Vaud,SUI,Switzerland,,,,Noah,2004.0
139308,Anna Cherniavska,2004-10-04,Kharkiv,Kharkiv,UKR,Ukraine,165.0,53.0,,Anna,2004.0
139309,Alina Urushadze,2004-01-07,Rīga,Rīga,LAT,Georgia,,,,Alina,2004.0
139310,Sofiya Nesterova,2003-08-21,Dnipro,Dnipropetrovsk,UKR,Ukraine,160.0,50.0,,Sofiya,2003.0
139311,Huang Yihang,2002-05-30,Qiqihar,Heilongjiang,CHN,People's Republic of China,182.0,,,Huang,2002.0
139312,Sofya Tyutyunina,2003-06-13,Moskva (Moscow),Moskva,RUS,Russian Federation,,,,Sofya,2003.0
139313,Bruce Waddell,2001-11-28,Toronto,Ontario,CAN,Canada,,,,Bruce,2001.0
139314,Luka Berulava,2002-11-27,Moskva (Moscow),Moskva,RUS,Georgia,,,,Luka,2002.0
139315,Matteo Nalbone,2005-03-17,Milano,Milano,ITA,Italy,,,,Matteo,2005.0
139316,Denisa Cimlová,2003-07-21,Praha (Prague),Hlavní město Praha,CZE,Czechia,167.0,,,Denisa,2003.0
139317,Vilém Hlavsa,2002-06-17,Krnov,Moravskoslezský kraj,CZE,Czechia,177.0,,,Vilém,2002.0
139318,Maïa Mazzara,2003-08-05,Clamart,Hauts-de-Seine,FRA,France,,,,Maïa,2003.0
139319,Katarina Wolfkostin,2004-10-09,Ann Arbor,Michigan,USA,United States,,,,Katarina,2004.0
139320,Wang Yuchen,2005-06-15,Changchun,Jilin,CHN,People's Republic of China,165.0,,,Wang,2005.0
139321,Luis Schuster,2001-05-10,Sebnitz,Sachsen,GER,Germany,,,,Luis,2001.0
139322,Aleksandr Shustitsky,2002-12-25,Moskva (Moscow),Moskva,RUS,Russian Federation,,,,Aleksandr,2002.0
139323,Natalie D'Alessandro,2004-06-16,Toronto,Ontario,CAN,Canada,,,,Natalie,2004.0
139324,Irina Khavronina,2004-07-31,,,,Russian Federation,,,,Irina,2004.0
139325,Letizia Roscher,2004-10-07,Chemnitz,Sachsen,GER,Germany,,,,Letizia,2004.0
139326,Beda Sieber,2004-05-20,Kilchberg,Zürich,SUI,Switzerland,,,,Beda,2004.0
139327,Alessia Tornaghi,2003-07-03,Milano,Milano,ITA,Italy,,,,Alessia,2003.0
139328,Andriy Kokura,2003-02-16,Kyiv,Kyiv,UKR,Ukraine,178.0,63.0,,Andriy,2003.0
139329,Utana Yoshida,2003-09-06,Kurashiki,Okayama,JPN,Japan,,,,Utana,2003.0
139330,Jeffrey Chen,2002-07-21,Fremont,California,USA,United States,,,,Jeffrey,2002.0
139331,Miku Makita,2003-06-16,New Westminster,British Columbia,CAN,Canada,,,,Miku,2003.0
139332,François Pitot,2005-01-04,Orléans,Loiret,FRA,France,,,,François,2005.0
139333,Jedidiah Isbell,2002-01-28,Landstuhl,Rheinland-Pfalz,GER,United States,,,,Jedidiah,2002.0
139334,Brooke McIntosh,2005-01-05,,,,Canada,,,,Brooke,2005.0
139335,Andrey Mozalyov,2003-03-24,,,,ROC Russian Federation,,,,Andrey,2003.0
139336,Daniil Samsonov,2005-07-13,Moskva (Moscow),Moskva,RUS,Russian Federation,,,,Daniil,2005.0
139337,Yuma Kagiyama,2003-05-05,Yokohama,Kanagawa,JPN,Japan,,,,Yuma,2003.0
139338,Dario Chirizano,2001-06-12,Crotone,Crotone,ITA,Russian Federation,,,,Dario,2001.0
139339,Liam Kapeikis,2004-06-28,Wenatchee,Washington,USA,United States,,,,Liam,2004.0
139340,Anais Coraducci,2003-05-06,,,,Switzerland,,,,Anais,2003.0
139341,Regina Schermann,2004-09-23,Budapest,Budapest,HUN,Hungary,161.0,,,Regina,2004.0
139342,Daniel Mrázek,2003-05-15,Nymburk,Středočeský kraj,CZE,Czechia,163.0,,,Daniel,2003.0
139343,Yu Yeong,2004-05-27,Seoul,Seoul,KOR,Republic of Korea,156.0,,,Yu,2004.0
139344,Gina Zehnder,2005-08-05,Zürich,Zürich,SUI,Switzerland,,,,Gina,2005.0
139345,Joris Valčiukas,2004-02-25,,,,Lithuania,,,,Joris,2004.0
139346,Beatrice Storesund,2004-04-14,Trondheim,Trøndelag,NOR,Norway,,,,Beatrice,2004.0
139347,Štěpán Maleček,2004-09-24,Písek,Jihočeský kraj,CZE,Czechia,,,,Štěpán,2004.0
139348,Matthias Rindone,2004-01-07,Merano,Bolzano-Bozen,ITA,Italy,,,,Matthias,2004.0
139349,Justin Côté,2004-07-11,Salaberry-de-Valleyfield,Québec,CAN,Canada,,,,Justin,2004.0
139350,Topias Leinonen,2004-01-25,Jyväskylä,Keski-Suomi,FIN,Finland,,,,Topias,2004.0
139351,Aya Juhl Petersen,2004-01-19,Hvidovre,Hovedstaden,DEN,Denmark,178.0,68.0,,Aya,2004.0
139352,Nate Danielson,2004-09-27,Red Deer,Alberta,CAN,Canada,,,,Nate,2004.0
139353,Cutter Gauthier,2004-01-19,Skellefteå,Västerbotten,SWE,United States,,,,Cutter,2004.0
139354,Nina Harju,2004-06-14,,,,Switzerland,,,,Nina,2004.0
139355,Erik Potšinok,2004-09-09,Tallinn,Harjumaa,EST,Estonia,,,,Erik,2004.0
139356,Svenja Voigt,2004-03-29,Köln (Cologne),Nordrhein-Westfalen,GER,Germany,,,,Svenja,2004.0
139357,Lane Hutson,2004-02-14,Holland,Michigan,USA,United States,,,,Lane,2004.0
139358,Nicolò Remolato,2005-06-08,Bolzano,Bolzano-Bozen,ITA,Italy,,,,Nicolò,2005.0
139359,Yana Krasheninina,2004-01-12,,,,Russian Federation,,,,Yana,2004.0
139360,Diego Rodríguez,2005-02-22,,,,Mexico,,,,Diego,2005.0
139361,Darya Petrova,2004-01-29,,,,Russian Federation,,,,Darya,2004.0
139362,Lea Glosíková,2005-07-25,,,,Slovakia,,,,Lea,2005.0
139363,Mirren Foy,2004-01-27,,,,Great Britain,,,,Mirren,2004.0
139364,Simona Macková,2004-12-07,,,,Slovakia,,,,Simona,2004.0
139365,Evan Nauth,2004-08-28,,,,Great Britain,,,,Evan,2004.0
139366,Denys Pasko,2005-09-07,,,,Ukraine,168.0,64.0,,Denys,2005.0
139367,Lukas Wyser,2004-07-22,,,,Switzerland,,,,Lukas,2004.0
139368,Alessio Beglieri,2004-01-05,,,,Switzerland,,,,Alessio,2004.0
139369,Šimon Slavíček,2004-02-02,Praha (Prague),Hlavní město Praha,CZE,Czechia,180.0,74.0,,Šimon,2004.0
139370,Kirill Dolzhenkov,2004-04-20,,,,Russian Federation,,,,Kirill,2004.0
139371,Joakim Kemell,2004-04-27,Jyväskylä,Keski-Suomi,FIN,Finland,,,,Joakim,2004.0
139372,Jade Surdez,2004-11-22,,,,Switzerland,,,,Jade,2004.0
139373,Sofie van Dueren,2004-05-10,,,,Sweden,,,,Sofie,2004.0
139374,Thomas Grönlund,2004-06-07,Helsinki,Uusimaa,FIN,Finland,,,,Thomas,2004.0
139375,Marja Linzbichler,2004-05-28,Graz,Steiermark,AUT,Austria,166.0,54.0,,Marja,2004.0
139376,Nino Tomov,2004-04-20,Sofia,Sofia Grad,BUL,Bulgaria,,,,Nino,2004.0
139377,Daniel Assavolyuk,2004-06-08,Augsburg,Bayern,GER,Germany,,,,Daniel,2004.0
139378,Yuka Chujo,2005-03-08,,,,Japan,,,,Yuka,2005.0
139379,Makoto Ito,2004-05-02,,,,Japan,,,,Makoto,2004.0
139380,Barbora Hromádková,2004-09-14,,,,Czechia,,,,Barbora,2004.0
139381,Tindra Oknefjell,2004-04-08,,,,Sweden,,,,Tindra,2004.0
139382,Yam Yau,2005-01-25,,,,"Hong Kong, China",,,,Yam,2005.0
139383,Nao Fukuda,2005-04-17,,,,Japan,,,,Nao,2005.0
139384,Markéta Mazancová,2004-08-11,,,,Czechia,,,,Markéta,2004.0
139385,Anita Origlio,2004-09-07,,,,France,,,,Anita,2004.0
139386,Tibo van Reeth,2005-01-06,,,,Belgium,,,,Tibo,2005.0
139387,Siria Dore,2004-05-06,,,,Switzerland,,,,Siria,2004.0
139388,Thawab Al-Subaey,2004-07-25,,,,Qatar,,,,Thawab,2004.0
139389,Margaux Favre,2005-06-23,Fribourg,Fribourg,SUI,Switzerland,,,,Margaux,2005.0
139390,Chiara Kehl,2004-06-21,,,,Switzerland,,,,Chiara,2004.0
139391,Paul Ludwinski,2004-04-23,Pickering,Ontario,CAN,Canada,,,,Paul,2004.0
139392,Antonin Verreault,2004-07-28,Saint-Jérôme,Québec,CAN,Canada,,,,Antonin,2004.0
139393,Kristína Slováková,2004-04-29,,,,Slovakia,,,,Kristína,2004.0
139394,Kang Si-Hyun,2004-01-13,,,,Republic of Korea,,,,Kang,2004.0
139395,Arthur Smith,2004-04-30,Hartford,Connecticut,USA,United States,,,,Arthur,2004.0
139396,Anton Ibman Stenbakken,2004-04-10,Frederikshavn,Nordjylland,DEN,Denmark,179.0,82.0,,Anton,2004.0
139397,Sergey Murashov,2004-04-01,,,,Russian Federation,,,,Sergey,2004.0
139398,Wang Meihe,2005-02-16,,,,People's Republic of China,,,,Wang,2005.0
139399,Riley Langille,2004-12-27,Subiaco,Western Australia,AUS,Australia,,,,Riley,2004.0
139400,Lucie Gruntová,2004-03-15,,,,Czechia,,,,Lucie,2004.0
139401,Pascal Kilchenmann,2004-07-26,,,,Switzerland,,,,Pascal,2004.0
139402,Lily Teister,2004-09-21,,,,Germany,,,,Lily,2004.0
139403,Miha Beričič,2004-04-15,Ljubljana,Ljubljana,SLO,Slovenia,,,,Miha,2004.0
139404,Emma Hofbauer,2004-11-30,Innsbruck,Tirol,AUT,Austria,158.0,60.0,,Emma,2004.0
139405,Gavin Brindley,2004-10-05,Cape Coral,Florida,USA,United States,,,,Gavin,2004.0
139406,Regina Metzler,2005-10-25,Budapest,Budapest,HUN,Hungary,167.0,53.0,,Regina,2005.0
139407,Anna Vaníčková,2005-12-23,,,,Czechia,,,,Anna,2005.0
139408,Chiara Schultes,2005-07-22,Tirschenreuth,Bayern,GER,Germany,,,,Chiara,2005.0
139409,Abby Rowbotham,2005-08-19,Sheffield,England,GBR,Great Britain,,,,Abby,2005.0
139410,Oliver Villadsen,2004-06-11,,,,Denmark,,,,Oliver,2004.0
139411,Dylan Wesseling,2004-03-12,,,,Netherlands,,,,Dylan,2004.0
139412,Patrik Melicher,2004-03-25,Brezno,Banská Bystrica,SVK,Slovakia,192.0,86.0,,Patrik,2004.0
139413,Sebastian Maddock Rasmussen,2004-04-04,Odense,Syddanmark,DEN,Denmark,187.0,76.0,,Sebastian,2004.0
139414,Adam Sykora,2004-09-07,Piešťany,Trnava,SVK,Slovakia,178.0,78.0,,Adam,2004.0
139415,Finn Naber,2004-03-08,,,,Switzerland,,,,Finn,2004.0
139416,Charlie Stramel,2004-10-15,Minneapolis,Minnesota,USA,United States,,,,Charlie,2004.0
139417,Emma Bianka Živčáková,2004-02-19,,,,Slovakia,,,,Emma,2004.0
139418,Maya Stöber,2005-03-13,Weißwasser,Sachsen,GER,Germany,,,,Maya,2005.0
139420,Ivana Látková,2005-09-07,,,,Slovakia,,,,Ivana,2005.0
139421,Lukas Swedin,2004-04-16,,,,Sweden,,,,Lukas,2004.0
139422,Milán Ivády,2004-04-13,Budapest,Budapest,HUN,Hungary,180.0,74.0,,Milán,2004.0
139423,Roman Kechter,2004-02-16,Weilheim in Oberbayern,Bayern,GER,Germany,,,,Roman,2004.0
139424,Jonas Taibel,2004-08-19,,,,Switzerland,,,,Jonas,2004.0
139425,Júlia Térmens,2004-03-15,,,,Spain,,,,Júlia,2004.0
139426,Barbora Dalecká,2005-06-14,,,,Czechia,,,,Barbora,2005.0
139427,Tjaš Lesničar,2004-03-26,Jesenice,Jesenice,SLO,Slovenia,,,,Tjaš,2004.0
139428,Sohn Hyun,2005-04-03,,,,Republic of Korea,,,,Sohn,2005.0
139429,Seamus Casey,2004-01-08,Miami,Florida,USA,United States,,,,Seamus,2004.0
139430,Ryan Chesley,2004-02-27,Mahtomedi,Minnesota,USA,United States,,,,Ryan,2004.0
139431,Topi Rönni,2004-05-05,Hausjärvi,Kanta-Häme,FIN,Finland,,,,Topi,2004.0
139432,Isaac Howard,2004-03-30,Woodbury,Minnesota,USA,United States,,,,Isaac,2004.0
139433,Sandra Schmidt,2004-02-12,,,,Switzerland,,,,Sandra,2004.0
139434,Luca Márton,2004-07-26,Budapest,Budapest,HUN,Hungary,,,,Luca,2004.0
139435,Edvard Anders Lundmark,2004-03-18,,,,Denmark,,,,Edvard,2004.0
139436,Pano Fimis,2004-06-17,Richmond Hill,Ontario,CAN,Canada,,,,Pano,2004.0
139437,Polina Lubenets,2005-02-25,,,,Ukraine,167.0,57.0,,Polina,2005.0
139438,Jakub Trzebunia,2004-06-02,,,,Poland,,,,Jakub,2004.0
139439,Niklas Kokko,2004-03-14,Oulu,Pohjois-Pohjanmaa,FIN,Finland,,,,Niklas,2004.0
139440,Reina Sato,2005-04-19,,,,Japan,,,,Reina,2005.0
139441,Anežka Hračová,2004-01-16,,,,Czechia,,,,Anežka,2004.0
139442,Andrin Locher,2004-03-02,,,,Switzerland,,,,Andrin,2004.0
139443,Riko Matsumoto,2005-02-02,,,,Japan,,,,Riko,2005.0
139444,Oskar Just Petersen,2004-03-08,,,,Denmark,,,,Oskar,2004.0
139445,Illia Korzun,2004-05-28,,,,Belarus,,,,Illia,2004.0
139446,Chang En-Ni,2004-07-23,,,,Chinese Taipei,,,,Chang,2004.0
139447,Nathan Nicoud,2004-11-21,Saint-Gervais-les-Bains,Haute-Savoie,FRA,France,,,,Nathan,2004.0
139448,David Guilabert,2004-09-04,,,,Spain,,,,David,2004.0
139449,Marek Potšinok,2004-09-09,Tallinn,Harjumaa,EST,Estonia,,,,Marek,2004.0
139450,Jimmy Snuggerud,2004-06-01,Minneapolis,Minnesota,USA,United States,,,,Jimmy,2004.0
139451,Komomo Ito,2005-06-26,,,,Japan,,,,Komomo,2005.0
139452,Otto Salin,2004-03-07,Helsinki,Uusimaa,FIN,Finland,,,,Otto,2004.0
139453,Himari Suzuki,2004-04-05,,,,Japan,,,,Himari,2004.0
139454,Elvis Hsu,2004-02-12,,,,"Hong Kong, China",,,,Elvis,2004.0
139455,Cruz Lucius,2004-04-05,Lawrence,Kansas,USA,United States,,,,Cruz,2004.0
139456,Rio Noro,2004-05-15,,,,Japan,,,,Rio,2004.0
139457,Frida Simonsen,2004-12-15,,,,Sweden,,,,Frida,2004.0
139458,Anna Jiřina Pavlasová,2004-06-22,,,,Czechia,,,,Anna,2004.0
139459,Nausikää Clement,2004-01-31,,,,France,,,,Nausikää,2004.0
139460,Tereza Mašková,2004-12-18,,,,Czechia,,,,Tereza,2004.0
139461,Santeri Sulku,2004-06-13,Helsinki,Uusimaa,FIN,Finland,,,,Santeri,2004.0
139462,Noah Greuter,2004-07-05,,,,Switzerland,,,,Noah,2004.0
139463,Peter Repčík,2004-01-04,Košice,Košice,SVK,Slovakia,185.0,84.0,,Peter,2004.0
139464,Rutger McGroarty,2004-03-30,Omaha,Nebraska,USA,United States,,,,Rutger,2004.0
139465,Ebony Brunt,2004-06-08,Bedford Park,South Australia,AUS,Australia,,,,Ebony,2004.0
139466,Pandora Nåtby,2004-04-07,,,,Sweden,,,,Pandora,2004.0
139467,Timour Namalgue,2004-02-13,,,,Switzerland,,,,Timour,2004.0
139468,Renee Lendi,2004-11-20,,,,Switzerland,,,,Renee,2004.0
139469,Iris van Houten,2004-01-28,,,,Netherlands,,,,Iris,2004.0
139470,Sidre Özer,2004-03-11,,,,Türkiye,,,,Sidre,2004.0
139471,Adel Safin,2004-05-19,,,,Russian Federation,,,,Adel,2004.0
139472,Linas Dėdinas,2004-10-11,,,,Lithuania,,,,Linas,2004.0
139473,Levente Hegedűs,2004-02-19,Székesfehérvár,Fejér,HUN,Hungary,174.0,64.0,,Levente,2004.0
139474,Alexey Baidek,2004-08-20,Astana,Astana,KAZ,Kazakhstan,,,,Alexey,2004.0
